Zipcodes,Population,% Asians,National Rank,Latitude,Longitude,City,State
56579,1214.0,0.41 %,"#13,146",46.463530,-96.338999,Rothsay,Minnesota
56425,5520.0,0.41 %,"#13,147",46.337391,-94.282845,Baxter,Minnesota
56035,485.0,0.41 %,"#13,148",43.805300,-93.255377,Geneva,Minnesota
56181,1211.0,0.41 %,"#13,149",43.676988,-94.608976,Welcome,Minnesota
56136,1194.0,0.41 %,"#13,150",44.508856,-96.399099,Hendricks,Minnesota
56435,2726.0,0.40 %,"#13,356",46.822929,-94.539543,Backus,Minnesota
56345,14694.0,0.40 %,"#13,357",45.988316,-94.379514,Little Falls,Minnesota
55732,1486.0,0.40 %,"#13,358",47.640783,-92.219188,Embarrass,Minnesota
55751,1726.0,0.40 %,"#13,359",47.378630,-92.668216,Iron,Minnesota
55049,2246.0,0.40 %,"#13,360",44.176279,-93.230762,Medford,Minnesota
55051,9171.0,0.40 %,"#13,361",45.947760,-93.297788,Mora,Minnesota
55065,980.0,0.40 %,"#13,362",44.550758,-93.024955,Randolph,Minnesota
56473,2505.0,0.39 %,"#13,532",46.415021,-94.498060,Pillager,Minnesota
56044,2037.0,0.39 %,"#13,533",44.564804,-93.956605,Henderson,Minnesota
56052,760.0,0.39 %,"#13,534",44.327421,-93.557905,Kilkenny,Minnesota
55734,6640.0,0.39 %,"#13,535",47.364577,-92.463633,Eveleth,Minnesota
56324,1049.0,0.38 %,"#13,752",46.168954,-95.904069,Dalton,Minnesota
56111,516.0,0.38 %,"#13,753",43.648955,-94.884729,Alpha,Minnesota
55373,4363.0,0.38 %,"#13,754",45.089804,-93.732568,Rockford,Minnesota
55027,2589.0,0.38 %,"#13,755",44.409186,-92.623060,Goodhue,Minnesota
55308,6268.0,0.38 %,"#13,757",45.447918,-93.810692,Becker,Minnesota
56265,7991.0,0.37 %,"#13,968",44.999823,-95.706482,Montevideo,Minnesota
55982,535.0,0.37 %,"#13,969",43.817856,-92.888682,Waltham,Minnesota
55797,1325.0,0.37 %,"#13,970",46.569282,-92.394987,Wrenshall,Minnesota
55779,3490.0,0.37 %,"#13,972",46.908849,-92.448827,Saginaw,Minnesota
55786,266.0,0.37 %,"#13,973",47.313624,-93.383585,Taconite,Minnesota
56534,1108.0,0.36 %,"#14,193",46.471572,-96.011397,Erhard,Minnesota
56132,555.0,0.36 %,"#14,194",44.203493,-95.764924,Garvin,Minnesota
56063,2462.0,0.36 %,"#14,195",44.206406,-93.816358,Madison Lake,Minnesota
56065,2740.0,0.36 %,"#14,196",43.931416,-93.928471,Mapleton,Minnesota
55371,12400.0,0.36 %,"#14,197",45.578592,-93.590776,Princeton,Minnesota
55376,7675.0,0.36 %,"#14,198",45.204322,-93.684752,Saint Michael,Minnesota
55335,1911.0,0.36 %,"#14,199",44.531090,-94.553138,Gibbon,Minnesota
55013,5000.0,0.36 %,"#14,200",45.356996,-92.896587,Chisago City,Minnesota
55005,4093.0,0.36 %,"#14,201",45.393799,-93.201592,Bethel,Minnesota
56319,1113.0,0.35 %,"#14,376",45.998449,-95.252789,Carlos,Minnesota
56536,570.0,0.35 %,"#14,377",47.046794,-96.522969,Felton,Minnesota
55983,1409.0,0.35 %,"#14,378",44.291403,-92.806985,Wanamingo,Minnesota
56162,283.0,0.35 %,"#14,379",43.833367,-94.668263,Ormsby,Minnesota
55309,12295.0,0.35 %,"#14,380",45.387520,-93.738091,Big Lake,Minnesota
55353,2827.0,0.35 %,"#14,381",45.329096,-94.324626,Kimball,Minnesota
56296,2310.0,0.34 %,"#14,612",45.837487,-96.456894,Wheaton,Minnesota
56735,880.0,0.34 %,"#14,613",48.931143,-96.554290,Lancaster,Minnesota
56009,1721.0,0.34 %,"#14,614",43.661834,-93.546424,Alden,Minnesota
56436,290.0,0.34 %,"#14,615",47.123381,-94.679564,Benedict,Minnesota
56263,573.0,0.34 %,"#14,616",44.421474,-95.532657,Milroy,Minnesota
56340,2287.0,0.34 %,"#14,617",45.759467,-94.429019,Holdingford,Minnesota
56278,2901.0,0.34 %,"#14,618",45.360593,-96.359819,Ortonville,Minnesota
55726,882.0,0.34 %,"#14,619",46.656010,-92.866745,Cromwell,Minnesota
56251,895.0,0.33 %,"#14,828",45.143769,-94.920255,Kandiyohi,Minnesota
56343,900.0,0.33 %,"#14,829",45.795815,-95.687962,Kensington,Minnesota
56281,603.0,0.33 %,"#14,830",44.955853,-95.177294,Prinsburg,Minnesota
56352,5625.0,0.33 %,"#14,831",45.641800,-94.806359,Melrose,Minnesota
56458,303.0,0.33 %,"#14,832",47.204662,-94.991786,Lake George,Minnesota
56041,1202.0,0.33 %,"#14,833",44.161305,-94.533087,Hanska,Minnesota
55963,4164.0,0.33 %,"#14,834",44.190570,-92.656046,Pine Island,Minnesota
56062,3328.0,0.33 %,"#14,835",44.046146,-94.418133,Madelia,Minnesota
56401,27604.0,0.32 %,"#15,104",46.307929,-94.093558,Brainerd,Minnesota
56178,1824.0,0.32 %,"#15,105",44.284610,-96.133197,Tyler,Minnesota
55720,15814.0,0.32 %,"#15,106",46.751077,-92.533403,Cloquet,Minnesota
55604,3384.0,0.32 %,"#15,107",47.957281,-90.615999,Grand Marais,Minnesota
55315,2444.0,0.32 %,"#15,108",44.705643,-93.662951,Carver,Minnesota
55320,3684.0,0.32 %,"#15,110",45.395403,-94.066970,Clearwater,Minnesota
55045,5301.0,0.32 %,"#15,112",45.463220,-92.857422,Lindstrom,Minnesota
56470,9610.0,0.31 %,"#15,348",47.027500,-95.098576,Park Rapids,Minnesota
55955,945.0,0.31 %,"#15,349",44.069819,-92.746399,Mantorville,Minnesota
56034,634.0,0.31 %,"#15,350",44.025463,-94.193682,Garden City,Minnesota
55741,3190.0,0.31 %,"#15,351",47.463124,-92.376242,Gilbert,Minnesota
55355,9613.0,0.31 %,"#15,352",45.098957,-94.535400,Litchfield,Minnesota
55910,1576.0,0.31 %,"#15,353",44.128660,-91.971828,Altura,Minnesota
55040,9495.0,0.31 %,"#15,355",45.468531,-93.277925,Isanti,Minnesota
56350,329.0,0.30 %,"#15,591",46.305029,-93.230407,Mc Grath,Minnesota
56464,3939.0,0.30 %,"#15,592",46.783381,-95.105866,Menahga,Minnesota
56219,1331.0,0.30 %,"#15,593",45.607652,-96.818280,Browns Valley,Minnesota
55974,2281.0,0.30 %,"#15,594",43.577122,-91.647985,Spring Grove,Minnesota
56137,1319.0,0.30 %,"#15,595",43.839616,-95.345120,Heron Lake,Minnesota
55719,5889.0,0.30 %,"#15,596",47.541039,-92.862190,Chisholm,Minnesota
55398,10172.0,0.30 %,"#15,597",45.457476,-93.576397,Zimmerman,Minnesota
55020,2326.0,0.30 %,"#15,598",44.580205,-93.389154,Elko,Minnesota
56621,4371.0,0.29 %,"#15,834",47.427170,-95.450308,Bagley,Minnesota
56641,338.0,0.29 %,"#15,837",47.222364,-94.252758,Federal Dam,Minnesota
56667,670.0,0.29 %,"#15,839",47.746588,-94.904512,Puposky,Minnesota
56378,7204.0,0.29 %,"#15,840",45.725034,-94.987283,Sauk Centre,Minnesota
56447,1026.0,0.29 %,"#15,841",46.747619,-93.910176,Emily,Minnesota
56122,672.0,0.29 %,"#15,842",43.898445,-95.956000,Chandler,Minnesota
56211,685.0,0.29 %,"#15,843",45.573495,-96.677823,Beardsley,Minnesota
56057,3757.0,0.29 %,"#15,844",44.402266,-93.715617,Le Center,Minnesota
55985,2055.0,0.29 %,"#15,845",44.154632,-92.906566,West Concord,Minnesota
56071,8771.0,0.29 %,"#15,846",44.540887,-93.583276,New Prague,Minnesota
55329,2024.0,0.29 %,"#15,847",45.313140,-94.573891,Eden Valley,Minnesota
55307,3696.0,0.29 %,"#15,850",44.605095,-94.122565,Arlington,Minnesota
56479,5315.0,0.28 %,"#16,124",46.406875,-94.790551,Staples,Minnesota
56721,9036.0,0.28 %,"#16,125",47.999965,-96.966503,East Grand Forks,Minnesota
56655,1394.0,0.28 %,"#16,127",46.971048,-94.178823,Longville,Minnesota
56554,2471.0,0.28 %,"#16,128",46.885525,-96.116127,Lake Park,Minnesota
56036,2137.0,0.28 %,"#16,129",43.551882,-93.221023,Glenville,Minnesota
56116,699.0,0.28 %,"#16,130",43.623206,-96.386855,Beaver Creek,Minnesota
56168,1062.0,0.28 %,"#16,131",43.608751,-95.809269,Rushmore,Minnesota
55969,1406.0,0.28 %,"#16,132",44.094080,-91.842854,Rollingstone,Minnesota
55089,1764.0,0.28 %,"#16,133",44.593074,-92.718800,Welch,Minnesota
55341,1045.0,0.28 %,"#16,134",45.157671,-93.675200,Hanover,Minnesota
56581,364.0,0.27 %,"#16,382",47.459060,-96.777148,Shelly,Minnesota
56531,2222.0,0.27 %,"#16,385",45.994245,-95.988163,Elbow Lake,Minnesota
56546,368.0,0.27 %,"#16,386",47.100433,-96.743078,Georgetown,Minnesota
56171,1850.0,0.27 %,"#16,387",43.671285,-94.761789,Sherburn,Minnesota
55810,8608.0,0.27 %,"#16,388",46.756745,-92.269437,Duluth,Minnesota
55941,1075.0,0.27 %,"#16,389",43.738241,-91.360790,Hokah,Minnesota
55321,5110.0,0.27 %,"#16,390",45.087589,-94.193155,Cokato,Minnesota
55079,7064.0,0.26 %,"#16,588",45.404336,-93.026729,Stacy,Minnesota
55765,766.0,0.26 %,"#16,590",47.134137,-92.755729,Meadowlands,Minnesota
55358,4590.0,0.26 %,"#16,591",45.252357,-94.000866,Maple Lake,Minnesota
55716,383.0,0.26 %,"#16,592",47.321452,-93.267196,Calumet,Minnesota
56590,373.0,0.26 %,"#16,711",46.028103,-96.152761,Wendell,Minnesota
56627,376.0,0.26 %,"#16,712",48.150751,-93.808961,Big Falls,Minnesota
56016,1126.0,0.26 %,"#16,713",43.769378,-93.350120,Clarks Grove,Minnesota
56091,374.0,0.26 %,"#16,714",43.914434,-93.686188,Waldorf,Minnesota
56477,2800.0,0.25 %,"#16,987",46.644616,-95.000175,Sebeka,Minnesota
56484,3508.0,0.25 %,"#16,988",47.074838,-94.519761,Walker,Minnesota
56515,2733.0,0.25 %,"#16,989",46.279173,-95.708325,Battle Lake,Minnesota
56241,4331.0,0.25 %,"#16,990",44.794024,-95.581366,Granite Falls,Minnesota
56332,1189.0,0.25 %,"#16,991",45.967062,-95.508022,Garfield,Minnesota
56354,1157.0,0.25 %,"#16,992",46.071016,-95.255064,Miltona,Minnesota
56285,1174.0,0.25 %,"#16,993",44.787341,-95.349239,Sacred Heart,Minnesota
56288,4676.0,0.25 %,"#16,994",45.238995,-94.949862,Spicer,Minnesota
56472,5048.0,0.25 %,"#16,995",46.583827,-94.360688,Pequot Lakes,Minnesota
56096,3198.0,0.25 %,"#16,996",44.237277,-93.600178,Waterville,Minnesota
56033,389.0,0.25 %,"#16,997",43.578874,-93.939249,Frost,Minnesota
56114,393.0,0.25 %,"#16,998",43.985864,-95.592498,Avoca,Minnesota
56169,777.0,0.25 %,"#16,999",44.338334,-96.006510,Russell,Minnesota
56172,3105.0,0.25 %,"#17,000",44.003780,-95.774716,Slayton,Minnesota
55370,787.0,0.25 %,"#17,001",44.777180,-94.036783,Plato,Minnesota
55808,5927.0,0.25 %,"#17,002",46.666411,-92.259600,Duluth,Minnesota
55746,18129.0,0.25 %,"#17,003",47.375539,-92.970179,Hibbing,Minnesota
55752,390.0,0.25 %,"#17,004",46.968400,-93.209340,Jacobson,Minnesota
55935,770.0,0.25 %,"#17,005",43.741840,-92.126473,Fountain,Minnesota
56085,5942.0,0.25 %,"#17,006",44.294971,-94.738556,Sleepy Eye,Minnesota
55301,3962.0,0.25 %,"#17,007",45.248102,-93.675550,Albertville,Minnesota
55319,4369.0,0.25 %,"#17,008",45.467449,-93.928342,Clear Lake,Minnesota
55783,1946.0,0.25 %,"#17,009",46.410144,-92.981361,Sturgeon Lake,Minnesota
55707,3179.0,0.25 %,"#17,010",46.554781,-92.631629,Barnum,Minnesota
56521,818.0,0.24 %,"#17,303",47.011364,-95.871696,Callaway,Minnesota
56433,1601.0,0.24 %,"#17,304",46.987441,-94.696524,Akeley,Minnesota
56357,822.0,0.24 %,"#17,305",45.701947,-93.799926,Oak Park,Minnesota
56037,1633.0,0.24 %,"#17,306",44.011133,-94.038473,Good Thunder,Minnesota
56013,4903.0,0.24 %,"#17,307",43.620180,-94.103786,Blue Earth,Minnesota
56017,1607.0,0.24 %,"#17,308",44.294552,-93.796323,Cleveland,Minnesota
55704,1269.0,0.23 %,"#17,562",46.219085,-92.751667,Askov,Minnesota
56220,3433.0,0.23 %,"#17,563",44.737393,-96.291581,Canby,Minnesota
56173,429.0,0.23 %,"#17,564",43.525151,-96.241181,Steen,Minnesota
56055,3812.0,0.23 %,"#17,565",44.128500,-94.235330,Lake Crystal,Minnesota
56552,432.0,0.23 %,"#17,566",46.984605,-96.204295,Hitterdal,Minnesota
56256,2927.0,0.23 %,"#17,567",45.028691,-96.202421,Madison,Minnesota
56446,1677.0,0.23 %,"#17,568",46.128838,-95.097490,Eagle Bend,Minnesota
56347,6456.0,0.23 %,"#17,569",45.975864,-94.862938,Long Prairie,Minnesota
56453,856.0,0.23 %,"#17,570",46.320861,-95.165361,Hewitt,Minnesota
56474,3792.0,0.23 %,"#17,571",46.704216,-94.450505,Pine River,Minnesota
56367,5441.0,0.23 %,"#17,572",45.763248,-94.161565,Rice,Minnesota
56297,852.0,0.23 %,"#17,573",44.636634,-95.529370,Wood Lake,Minnesota
56373,2546.0,0.23 %,"#17,574",45.859740,-94.230562,Royalton,Minnesota
56684,420.0,0.23 %,"#17,575",47.807997,-95.719900,Trail,Minnesota
56634,1669.0,0.23 %,"#17,577",47.661187,-95.376722,Clearbrook,Minnesota
56676,1694.0,0.23 %,"#17,578",47.521567,-95.199913,Shevlin,Minnesota
56649,10774.0,0.22 %,"#17,868",48.528814,-93.409564,International Falls,Minnesota
56736,875.0,0.22 %,"#17,869",47.739696,-96.175696,Mentor,Minnesota
56737,870.0,0.22 %,"#17,870",48.449219,-96.053731,Middle River,Minnesota
56738,1319.0,0.22 %,"#17,871",48.347128,-96.336999,Newfolden,Minnesota
56570,1306.0,0.22 %,"#17,873",46.917909,-95.366840,Osage,Minnesota
56440,1334.0,0.22 %,"#17,877",46.141951,-94.955084,Clarissa,Minnesota
56461,2712.0,0.22 %,"#17,878",47.258938,-94.894200,Laporte,Minnesota
56284,2222.0,0.22 %,"#17,879",44.783641,-95.207938,Renville,Minnesota
56362,5763.0,0.22 %,"#17,880",45.401875,-94.712120,Paynesville,Minnesota
56048,3952.0,0.22 %,"#17,881",44.094768,-93.713152,Janesville,Minnesota
56069,4379.0,0.22 %,"#17,882",44.412094,-93.542436,Montgomery,Minnesota
56329,6313.0,0.22 %,"#17,883",45.706134,-93.894542,Foley,Minnesota
55352,6270.0,0.22 %,"#17,886",44.651475,-93.592608,Jordan,Minnesota
55395,2636.0,0.22 %,"#17,887",44.951833,-94.067714,Winsted,Minnesota
55074,893.0,0.22 %,"#17,891",45.389697,-92.734382,Shafer,Minnesota
55310,1785.0,0.22 %,"#17,892",44.757011,-94.878519,Bird Island,Minnesota
56438,2781.0,0.21 %,"#18,277",46.138601,-94.819178,Browerville,Minnesota
56449,1419.0,0.21 %,"#18,278",46.184733,-94.249031,Fort Ripley,Minnesota
56549,4177.0,0.21 %,"#18,279",46.847447,-96.312324,Hawley,Minnesota
56186,460.0,0.21 %,"#18,281",44.033228,-96.074258,Woodstock,Minnesota
55979,928.0,0.21 %,"#18,282",43.921262,-91.956478,Utica,Minnesota
56431,8347.0,0.21 %,"#18,283",46.513115,-93.592183,Aitkin,Minnesota
55713,914.0,0.21 %,"#18,284",47.496321,-92.777266,Buhl,Minnesota
56025,474.0,0.21 %,"#18,285",43.764325,-93.919728,Easton,Minnesota
55006,3262.0,0.21 %,"#18,290",45.738160,-93.215044,Braham,Minnesota
55080,2297.0,0.21 %,"#18,291",45.666418,-93.222230,Stanchfield,Minnesota
55764,491.0,0.20 %,"#18,511",47.319702,-93.302124,Marble,Minnesota
55705,3385.0,0.20 %,"#18,512",47.401480,-92.165396,Aurora,Minnesota
55722,982.0,0.20 %,"#18,513",47.285274,-93.435998,Coleraine,Minnesota
55742,483.0,0.20 %,"#18,514",47.162343,-93.127887,Goodland,Minnesota
56026,1932.0,0.20 %,"#18,515",43.885775,-93.290995,Ellendale,Minnesota
56260,974.0,0.20 %,"#18,632",44.963275,-95.482997,Maynard,Minnesota
56725,954.0,0.20 %,"#18,633",48.128854,-95.798237,Goodridge,Minnesota
56118,481.0,0.20 %,"#18,634",43.936029,-95.029368,Bingham Lake,Minnesota
55971,2863.0,0.20 %,"#18,635",43.798272,-91.760224,Rushford,Minnesota
56183,1482.0,0.20 %,"#18,636",44.014374,-95.431120,Westbrook,Minnesota
56144,969.0,0.20 %,"#18,637",43.858897,-96.377139,Jasper,Minnesota
56232,2497.0,0.20 %,"#18,638",44.931109,-96.045370,Dawson,Minnesota
56307,4082.0,0.19 %,"#18,863",45.620660,-94.615537,Albany,Minnesota
56385,1001.0,0.19 %,"#18,864",45.692962,-95.220069,Villard,Minnesota
55032,3101.0,0.19 %,"#18,865",45.586714,-92.998023,Harris,Minnesota
55909,1542.0,0.19 %,"#18,867",43.565930,-92.734963,Adams,Minnesota
55723,2557.0,0.19 %,"#18,868",47.931103,-92.614537,Cook,Minnesota
55731,6264.0,0.19 %,"#18,869",47.973323,-91.985645,Ely,Minnesota
55736,1535.0,0.19 %,"#18,870",46.922288,-92.914915,Floodwood,Minnesota
55943,3002.0,0.19 %,"#18,871",43.782867,-91.582769,Houston,Minnesota
56754,509.0,0.19 %,"#18,983",47.993966,-96.191308,Saint Hilaire,Minnesota
56529,3034.0,0.19 %,"#18,986",46.884835,-96.686458,Dilworth,Minnesota
56481,2091.0,0.19 %,"#18,987",46.450315,-94.940297,Verndale,Minnesota
55922,1037.0,0.19 %,"#18,989",43.562471,-91.896581,Canton,Minnesota
56072,2508.0,0.19 %,"#18,990",43.899229,-93.517081,New Richland,Minnesota
56734,546.0,0.18 %,"#19,244",48.770296,-96.602484,Lake Bronson,Minnesota
56757,1078.0,0.18 %,"#19,245",48.462307,-96.795012,Stephen,Minnesota
56441,3320.0,0.18 %,"#19,246",46.577802,-93.981476,Crosby,Minnesota
56291,537.0,0.18 %,"#19,247",44.607855,-96.062636,Taunton,Minnesota
56368,3694.0,0.18 %,"#19,248",45.449877,-94.550985,Richmond,Minnesota
56215,4977.0,0.18 %,"#19,250",45.317716,-95.571951,Benson,Minnesota
55614,2758.0,0.18 %,"#19,251",47.322731,-91.292883,Silver Bay,Minnesota
55382,3799.0,0.18 %,"#19,252",45.300420,-94.199092,South Haven,Minnesota
55750,2175.0,0.18 %,"#19,253",47.524154,-91.987540,Hoyt Lakes,Minnesota
55302,6579.0,0.18 %,"#19,255",45.233287,-94.120791,Annandale,Minnesota
55063,8294.0,0.18 %,"#19,256",45.838574,-92.902898,Pine City,Minnesota
55007,2128.0,0.18 %,"#19,257",45.972305,-93.097897,Brook Park,Minnesota
56556,1159.0,0.17 %,"#19,628",47.662952,-95.879974,Mcintosh,Minnesota
56364,5283.0,0.17 %,"#19,629",46.018657,-94.071939,Pierz,Minnesota
56482,7040.0,0.17 %,"#19,630",46.464195,-95.147753,Wadena,Minnesota
56623,3350.0,0.17 %,"#19,633",48.602960,-94.466218,Baudette,Minnesota
56119,1151.0,0.17 %,"#19,634",43.706631,-95.483048,Brewster,Minnesota
55921,5197.0,0.17 %,"#19,635",43.614433,-91.456075,Caledonia,Minnesota
56239,582.0,0.17 %,"#19,636",44.508064,-95.910221,Ghent,Minnesota
56240,1121.0,0.17 %,"#19,637",45.571401,-96.469666,Graceville,Minnesota
56253,1138.0,0.17 %,"#19,638",44.959963,-94.872528,Lake Lillian,Minnesota
55354,2303.0,0.17 %,"#19,640",44.887891,-94.081690,Lester Prairie,Minnesota
55363,2839.0,0.17 %,"#19,641",45.037192,-93.918320,Montrose,Minnesota
55721,2867.0,0.17 %,"#19,642",47.220628,-93.686796,Cohasset,Minnesota
55760,2789.0,0.17 %,"#19,643",46.665848,-93.236995,Mcgregor,Minnesota
56733,615.0,0.16 %,"#19,959",48.623020,-96.921686,Kennedy,Minnesota
56444,3618.0,0.16 %,"#19,965",46.435465,-93.890633,Deerwood,Minnesota
56547,2406.0,0.16 %,"#19,966",46.888598,-96.541730,Glyndon,Minnesota
56353,7346.0,0.16 %,"#19,967",45.803664,-93.629079,Milaca,Minnesota
55763,591.0,0.16 %,"#19,970",47.327944,-92.205981,Makinen,Minnesota
55390,1790.0,0.16 %,"#19,971",45.069262,-93.981513,Waverly,Minnesota
55603,603.0,0.16 %,"#19,972",47.503017,-91.191074,Finland,Minnesota
55932,1796.0,0.16 %,"#19,973",44.140847,-92.313097,Elgin,Minnesota
56010,1250.0,0.16 %,"#19,974",43.908210,-94.197372,Amboy,Minnesota
56540,1982.0,0.15 %,"#20,394",47.557710,-96.269583,Fertile,Minnesota
56567,3265.0,0.15 %,"#20,395",46.549825,-95.374417,New York Mills,Minnesota
56468,4645.0,0.15 %,"#20,396",46.493690,-94.314742,Nisswa,Minnesota
56587,1318.0,0.15 %,"#20,397",46.653234,-95.887092,Vergas,Minnesota
55956,1904.0,0.15 %,"#20,398",44.278666,-92.526324,Mazeppa,Minnesota
56145,639.0,0.15 %,"#20,399",44.057767,-95.177034,Jeffers,Minnesota
56573,5706.0,0.14 %,"#20,753",46.618769,-95.548277,Perham,Minnesota
56330,1343.0,0.14 %,"#20,754",45.743310,-93.753465,Foreston,Minnesota
56342,2744.0,0.14 %,"#20,755",46.184190,-93.369917,Isle,Minnesota
56359,3524.0,0.14 %,"#20,756",46.042948,-93.693351,Onamia,Minnesota
56292,705.0,0.14 %,"#20,757",44.502071,-95.456501,Vesta,Minnesota
56170,681.0,0.14 %,"#20,758",44.160379,-96.073946,Ruthton,Minnesota
56123,700.0,0.14 %,"#20,759",44.080570,-95.572396,Currie,Minnesota
56212,706.0,0.14 %,"#20,760",45.149778,-96.323435,Bellingham,Minnesota
55919,1387.0,0.14 %,"#20,761",43.631072,-91.282803,Brownsville,Minnesota
55923,4113.0,0.14 %,"#20,762",43.850577,-92.179087,Chatfield,Minnesota
56520,4182.0,0.14 %,"#20,763",46.275210,-96.502135,Breckenridge,Minnesota
56320,7834.0,0.14 %,"#20,764",45.470319,-94.426810,Cold Spring,Minnesota
55706,2050.0,0.14 %,"#20,766",47.693090,-91.971699,Babbitt,Minnesota
55385,1359.0,0.14 %,"#20,767",44.736080,-94.486491,Stewart,Minnesota
55314,1362.0,0.14 %,"#20,772",44.779020,-94.589725,Buffalo Lake,Minnesota
56647,731.0,0.13 %,"#21,183",47.706965,-94.614333,Hines,Minnesota
56222,2218.0,0.13 %,"#21,185",44.982849,-95.366961,Clara City,Minnesota
56630,2244.0,0.13 %,"#21,186",47.739144,-94.509273,Blackduck,Minnesota
55954,1522.0,0.13 %,"#21,187",43.557061,-91.780106,Mabel,Minnesota
56121,715.0,0.13 %,"#21,188",43.539484,-94.622106,Ceylon,Minnesota
56150,2879.0,0.13 %,"#21,189",43.642151,-95.195626,Lakefield,Minnesota
56244,1441.0,0.13 %,"#21,190",45.481584,-95.798305,Hancock,Minnesota
55616,6806.0,0.13 %,"#21,191",47.165792,-91.642073,Two Harbors,Minnesota
55396,2265.0,0.13 %,"#21,192",44.548417,-94.371892,Winthrop,Minnesota
55939,2154.0,0.13 %,"#21,193",43.545705,-92.081139,Harmony,Minnesota
55046,2945.0,0.13 %,"#21,197",44.451844,-93.419222,Lonsdale,Minnesota
56636,4907.0,0.12 %,"#21,545",47.390470,-93.848710,Deer River,Minnesota
56728,1621.0,0.12 %,"#21,546",48.784275,-96.977458,Hallock,Minnesota
56571,1636.0,0.12 %,"#21,548",46.433856,-95.542716,Ottertail,Minnesota
56678,774.0,0.12 %,"#21,549",47.508078,-95.113057,Solway,Minnesota
56338,1561.0,0.12 %,"#21,553",45.993131,-93.871916,Hillman,Minnesota
56282,1639.0,0.12 %,"#21,554",45.040131,-95.228467,Raymond,Minnesota
55967,801.0,0.12 %,"#21,555",43.795434,-92.507025,Racine,Minnesota
56045,783.0,0.12 %,"#21,556",43.762432,-93.195530,Hollandale,Minnesota
56209,2492.0,0.12 %,"#21,557",45.127230,-94.812115,Atwater,Minnesota
56051,794.0,0.12 %,"#21,558",43.535169,-93.708470,Kiester,Minnesota
56131,2433.0,0.12 %,"#21,559",43.855491,-95.598979,Fulda,Minnesota
56149,1605.0,0.12 %,"#21,560",44.276491,-96.332684,Lake Benton,Minnesota
56310,4888.0,0.12 %,"#21,561",45.634286,-94.450242,Avon,Minnesota
55757,777.0,0.12 %,"#21,562",46.512538,-92.950125,Kettle River,Minnesota
56152,1618.0,0.12 %,"#21,563",44.227120,-95.281190,Lamberton,Minnesota
56014,823.0,0.12 %,"#21,564",43.594319,-93.838124,Bricelyn,Minnesota
55945,1573.0,0.12 %,"#21,565",44.267724,-92.069877,Kellogg,Minnesota
56726,1714.0,0.11 %,"#22,015",48.698635,-96.227954,Greenbush,Minnesota
56750,2701.0,0.11 %,"#22,018",47.898757,-96.301050,Red Lake Falls,Minnesota
56336,1734.0,0.11 %,"#22,020",45.832098,-94.782367,Grey Eagle,Minnesota
56277,3384.0,0.11 %,"#22,021",44.767428,-94.993086,Olivia,Minnesota
56548,868.0,0.11 %,"#22,022",47.366590,-96.766388,Halstad,Minnesota
56628,1702.0,0.11 %,"#22,023",47.679426,-93.550995,Bigfork,Minnesota
56633,4323.0,0.11 %,"#22,024",47.328909,-94.536311,Cass Lake,Minnesota
56129,840.0,0.11 %,"#22,025",43.523916,-96.029052,Ellsworth,Minnesota
56138,834.0,0.11 %,"#22,026",43.534582,-96.389525,Hills,Minnesota
55981,4176.0,0.11 %,"#22,027",44.360774,-92.073934,Wabasha,Minnesota
56151,844.0,0.11 %,"#22,028",44.029730,-95.914064,Lake Wilson,Minnesota
56312,2560.0,0.11 %,"#22,029",45.456600,-94.969177,Belgrade,Minnesota
56381,2684.0,0.11 %,"#22,030",45.563647,-95.549827,Starbuck,Minnesota
55031,1797.0,0.11 %,"#22,031",44.604526,-92.978829,Hampton,Minnesota
55708,895.0,0.11 %,"#22,032",47.530124,-92.340387,Biwabik,Minnesota
55333,857.0,0.11 %,"#22,033",44.562955,-94.860631,Franklin,Minnesota
55397,2565.0,0.11 %,"#22,034",44.826625,-93.909063,Young America,Minnesota
56167,878.0,0.11 %,"#22,035",43.552196,-95.384891,Round Lake,Minnesota
55953,977.0,0.10 %,"#22,398",43.524050,-92.951838,Lyle,Minnesota
55975,4834.0,0.10 %,"#22,399",43.677871,-92.364465,Spring Valley,Minnesota
55990,959.0,0.10 %,"#22,400",43.733366,-92.247970,Wykoff,Minnesota
55929,963.0,0.10 %,"#22,401",43.976413,-92.143978,Dover,Minnesota
55718,2772.0,0.10 %,"#22,402",46.620931,-92.486403,Carlton,Minnesota
56019,949.0,0.10 %,"#22,403",44.115896,-94.888926,Comfrey,Minnesota
55949,1979.0,0.10 %,"#22,404",43.713474,-91.956750,Lanesboro,Minnesota
56670,2137.0,0.09 %,"#22,781",47.850640,-94.887473,Redby,Minnesota
56442,2107.0,0.09 %,"#22,784",46.682188,-94.062610,Crosslake,Minnesota
56273,4165.0,0.09 %,"#22,785",45.319028,-95.025978,New London,Minnesota
56450,1015.0,0.09 %,"#22,786",46.246125,-93.820572,Garrison,Minnesota
56467,2212.0,0.09 %,"#22,787",46.996609,-94.850365,Nevis,Minnesota
56585,1016.0,0.09 %,"#22,788",47.099805,-96.248684,Ulen,Minnesota
56713,1057.0,0.09 %,"#22,789",48.347530,-96.772892,Argyle,Minnesota
55964,4303.0,0.09 %,"#22,790",44.164098,-92.165049,Plainview,Minnesota
