,Zipcodes,Zipcode Latitude,Zipcode Longitude,Business,City,Zipcodes,Biz Latitude,Biz Longitude
585,55403,44.97057,-93.284032,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
587,55403,44.97057,-93.284032,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
588,55403,44.97057,-93.284032,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
589,55403,44.97057,-93.284032,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
592,55403,44.97057,-93.284032,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
595,55403,44.97057,-93.284032,Little India,Minneapolis,55418,45.00713,-93.2468
596,55403,44.97057,-93.284032,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
597,55403,44.97057,-93.284032,TBS Mart,Bloomington,55420,44.860838,-93.26903
598,55403,44.97057,-93.284032,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
601,55403,44.97057,-93.284032,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
617,55404,44.962198,-93.262011,United Noodles,Minneapolis,55404,44.958324,-93.2424698
618,55404,44.962198,-93.262011,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
619,55404,44.962198,-93.262011,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
620,55404,44.962198,-93.262011,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
621,55404,44.962198,-93.262011,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
622,55404,44.962198,-93.262011,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
623,55404,44.962198,-93.262011,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
624,55404,44.962198,-93.262011,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
626,55404,44.962198,-93.262011,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
628,55404,44.962198,-93.262011,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
629,55404,44.962198,-93.262011,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
630,55404,44.962198,-93.262011,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
632,55404,44.962198,-93.262011,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
634,55404,44.962198,-93.262011,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
635,55404,44.962198,-93.262011,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
637,55404,44.962198,-93.262011,TBS Mart,Bloomington,55420,44.860838,-93.26903
638,55404,44.962198,-93.262011,Little India,Minneapolis,55418,45.00713,-93.2468
640,55404,44.962198,-93.262011,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
643,55404,44.962198,-93.262011,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
644,55404,44.962198,-93.262011,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
660,55405,44.971865,-93.302502,United Noodles,Minneapolis,55404,44.958324,-93.2424698
661,55405,44.971865,-93.302502,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
662,55405,44.971865,-93.302502,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
663,55405,44.971865,-93.302502,Jin Jin Shanghai Market,Hopkins,55343,44.92631486,-93.38649526
664,55405,44.971865,-93.302502,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
665,55405,44.971865,-93.302502,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
666,55405,44.971865,-93.302502,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
668,55405,44.971865,-93.302502,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
669,55405,44.971865,-93.302502,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
671,55405,44.971865,-93.302502,Dragon Star Supermarket,Minneapolis,55445,45.09647811,-93.37819498
672,55405,44.971865,-93.302502,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
674,55405,44.971865,-93.302502,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
675,55405,44.971865,-93.302502,TBS Mart,Bloomington,55420,44.860838,-93.26903
676,55405,44.971865,-93.302502,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
678,55405,44.971865,-93.302502,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
679,55405,44.971865,-93.302502,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
680,55405,44.971865,-93.302502,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
684,55405,44.971865,-93.302502,Little India,Minneapolis,55418,45.00713,-93.2468
685,55405,44.971865,-93.302502,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
689,55405,44.971865,-93.302502,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
706,55406,44.938334,-93.221638,United Noodles,Minneapolis,55404,44.958324,-93.2424698
707,55406,44.938334,-93.221638,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
708,55406,44.938334,-93.221638,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
709,55406,44.938334,-93.221638,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
710,55406,44.938334,-93.221638,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
711,55406,44.938334,-93.221638,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
712,55406,44.938334,-93.221638,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
713,55406,44.938334,-93.221638,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
714,55406,44.938334,-93.221638,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
715,55406,44.938334,-93.221638,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
716,55406,44.938334,-93.221638,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
717,55406,44.938334,-93.221638,TBS Mart,Bloomington,55420,44.860838,-93.26903
718,55406,44.938334,-93.221638,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
720,55406,44.938334,-93.221638,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
721,55406,44.938334,-93.221638,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
723,55406,44.938334,-93.221638,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
726,55406,44.938334,-93.221638,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
731,55406,44.938334,-93.221638,Little India,Minneapolis,55418,45.00713,-93.2468
735,55406,44.938334,-93.221638,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
748,55407,44.935036,-93.253029,United Noodles,Minneapolis,55404,44.958324,-93.2424698
749,55407,44.935036,-93.253029,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
750,55407,44.935036,-93.253029,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
751,55407,44.935036,-93.253029,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
752,55407,44.935036,-93.253029,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
753,55407,44.935036,-93.253029,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
754,55407,44.935036,-93.253029,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
755,55407,44.935036,-93.253029,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
756,55407,44.935036,-93.253029,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
758,55407,44.935036,-93.253029,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
759,55407,44.935036,-93.253029,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
760,55407,44.935036,-93.253029,TBS Mart,Bloomington,55420,44.860838,-93.26903
762,55407,44.935036,-93.253029,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
763,55407,44.935036,-93.253029,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
764,55407,44.935036,-93.253029,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
765,55407,44.935036,-93.253029,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
768,55407,44.935036,-93.253029,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
775,55407,44.935036,-93.253029,Little India,Minneapolis,55418,45.00713,-93.2468
782,55407,44.935036,-93.253029,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
791,55408,44.943815,-93.293867,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
792,55408,44.943815,-93.293867,United Noodles,Minneapolis,55404,44.958324,-93.2424698
793,55408,44.943815,-93.293867,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
794,55408,44.943815,-93.293867,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
795,55408,44.943815,-93.293867,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
796,55408,44.943815,-93.293867,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
797,55408,44.943815,-93.293867,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
798,55408,44.943815,-93.293867,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
800,55408,44.943815,-93.293867,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
802,55408,44.943815,-93.293867,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
803,55408,44.943815,-93.293867,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
804,55408,44.943815,-93.293867,TBS Mart,Bloomington,55420,44.860838,-93.26903
806,55408,44.943815,-93.293867,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
808,55408,44.943815,-93.293867,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
811,55408,44.943815,-93.293867,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
817,55408,44.943815,-93.293867,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
820,55408,44.943815,-93.293867,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
823,55408,44.943815,-93.293867,Little India,Minneapolis,55418,45.00713,-93.2468
825,55408,44.943815,-93.293867,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
835,55409,44.923939,-93.283436,United Noodles,Minneapolis,55404,44.958324,-93.2424698
836,55409,44.923939,-93.283436,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
837,55409,44.923939,-93.283436,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
838,55409,44.923939,-93.283436,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
839,55409,44.923939,-93.283436,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
840,55409,44.923939,-93.283436,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
841,55409,44.923939,-93.283436,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
842,55409,44.923939,-93.283436,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
844,55409,44.923939,-93.283436,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
845,55409,44.923939,-93.283436,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
846,55409,44.923939,-93.283436,TBS Mart,Bloomington,55420,44.860838,-93.26903
847,55409,44.923939,-93.283436,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
849,55409,44.923939,-93.283436,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
853,55409,44.923939,-93.283436,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
855,55409,44.923939,-93.283436,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
865,55409,44.923939,-93.283436,Little India,Minneapolis,55418,45.00713,-93.2468
868,55409,44.923939,-93.283436,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
876,55410,44.913345,-93.316942,Jin Jin Shanghai Market,Hopkins,55343,44.92631486,-93.38649526
877,55410,44.913345,-93.316942,United Noodles,Minneapolis,55404,44.958324,-93.2424698
878,55410,44.913345,-93.316942,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
879,55410,44.913345,-93.316942,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
880,55410,44.913345,-93.316942,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
881,55410,44.913345,-93.316942,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
882,55410,44.913345,-93.316942,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
883,55410,44.913345,-93.316942,TBS Mart,Bloomington,55420,44.860838,-93.26903
884,55410,44.913345,-93.316942,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
886,55410,44.913345,-93.316942,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
887,55410,44.913345,-93.316942,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
888,55410,44.913345,-93.316942,Saigon Asian Food Market,Burnsville,55337,44.7884281,-93.2463804
889,55410,44.913345,-93.316942,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
897,55410,44.913345,-93.316942,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
901,55410,44.913345,-93.316942,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
906,55410,44.913345,-93.316942,Little India,Minneapolis,55418,45.00713,-93.2468
908,55410,44.913345,-93.316942,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
917,55411,44.999752,-93.29798,United Noodles,Minneapolis,55404,44.958324,-93.2424698
918,55411,44.999752,-93.29798,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
919,55411,44.999752,-93.29798,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
920,55411,44.999752,-93.29798,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
921,55411,44.999752,-93.29798,Jin Jin Shanghai Market,Hopkins,55343,44.92631486,-93.38649526
922,55411,44.999752,-93.29798,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
923,55411,44.999752,-93.29798,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
924,55411,44.999752,-93.29798,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
926,55411,44.999752,-93.29798,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
927,55411,44.999752,-93.29798,Dragon Star Supermarket,Minneapolis,55445,45.09647811,-93.37819498
928,55411,44.999752,-93.29798,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
930,55411,44.999752,-93.29798,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
931,55411,44.999752,-93.29798,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
934,55411,44.999752,-93.29798,Little India,Minneapolis,55418,45.00713,-93.2468
935,55411,44.999752,-93.29798,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
936,55411,44.999752,-93.29798,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
937,55411,44.999752,-93.29798,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
961,55412,45.025972,-93.300288,United Noodles,Minneapolis,55404,44.958324,-93.2424698
962,55412,45.025972,-93.300288,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
963,55412,45.025972,-93.300288,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
964,55412,45.025972,-93.300288,Dragon Star Supermarket,Minneapolis,55445,45.09647811,-93.37819498
966,55412,45.025972,-93.300288,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
967,55412,45.025972,-93.300288,Jin Jin Shanghai Market,Hopkins,55343,44.92631486,-93.38649526
968,55412,45.025972,-93.300288,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
969,55412,45.025972,-93.300288,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
970,55412,45.025972,-93.300288,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
971,55412,45.025972,-93.300288,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
972,55412,45.025972,-93.300288,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
973,55412,45.025972,-93.300288,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
975,55412,45.025972,-93.300288,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
979,55412,45.025972,-93.300288,Little India,Minneapolis,55418,45.00713,-93.2468
981,55412,45.025972,-93.300288,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
984,55412,45.025972,-93.300288,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1002,55413,44.999734,-93.238,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
1003,55413,44.999734,-93.238,United Noodles,Minneapolis,55404,44.958324,-93.2424698
1004,55413,44.999734,-93.238,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
1005,55413,44.999734,-93.238,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1006,55413,44.999734,-93.238,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
1007,55413,44.999734,-93.238,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1008,55413,44.999734,-93.238,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1009,55413,44.999734,-93.238,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
1011,55413,44.999734,-93.238,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1012,55413,44.999734,-93.238,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1013,55413,44.999734,-93.238,Little India,Minneapolis,55418,45.00713,-93.2468
1014,55413,44.999734,-93.238,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
1016,55413,44.999734,-93.238,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
1021,55413,44.999734,-93.238,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
1024,55413,44.999734,-93.238,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1027,55413,44.999734,-93.238,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1041,55414,44.978043,-93.223019,United Noodles,Minneapolis,55404,44.958324,-93.2424698
1042,55414,44.978043,-93.223019,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
1043,55414,44.978043,-93.223019,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
1044,55414,44.978043,-93.223019,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1045,55414,44.978043,-93.223019,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
1046,55414,44.978043,-93.223019,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1047,55414,44.978043,-93.223019,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1048,55414,44.978043,-93.223019,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
1049,55414,44.978043,-93.223019,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
1050,55414,44.978043,-93.223019,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1051,55414,44.978043,-93.223019,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
1054,55414,44.978043,-93.223019,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1055,55414,44.978043,-93.223019,Little India,Minneapolis,55418,45.00713,-93.2468
1056,55414,44.978043,-93.223019,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
1058,55414,44.978043,-93.223019,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
1061,55414,44.978043,-93.223019,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
1063,55414,44.978043,-93.223019,TBS Mart,Bloomington,55420,44.860838,-93.26903
1066,55414,44.978043,-93.223019,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1067,55414,44.978043,-93.223019,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1082,55416,44.951183,-93.340989,Jin Jin Shanghai Market,Hopkins,55343,44.92631486,-93.38649526
1083,55416,44.951183,-93.340989,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1084,55416,44.951183,-93.340989,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1085,55416,44.951183,-93.340989,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1086,55416,44.951183,-93.340989,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
1087,55416,44.951183,-93.340989,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1089,55416,44.951183,-93.340989,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
1090,55416,44.951183,-93.340989,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
1091,55416,44.951183,-93.340989,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1093,55416,44.951183,-93.340989,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
1094,55416,44.951183,-93.340989,TBS Mart,Bloomington,55420,44.860838,-93.26903
1100,55416,44.951183,-93.340989,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1102,55416,44.951183,-93.340989,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
1103,55416,44.951183,-93.340989,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1104,55416,44.951183,-93.340989,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
1119,55417,44.902611,-93.231692,United Noodles,Minneapolis,55404,44.958324,-93.2424698
1120,55417,44.902611,-93.231692,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
1121,55417,44.902611,-93.231692,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
1122,55417,44.902611,-93.231692,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
1123,55417,44.902611,-93.231692,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
1124,55417,44.902611,-93.231692,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
1125,55417,44.902611,-93.231692,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1126,55417,44.902611,-93.231692,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1127,55417,44.902611,-93.231692,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
1128,55417,44.902611,-93.231692,Saigon Asian Food Market,Burnsville,55337,44.7884281,-93.2463804
1129,55417,44.902611,-93.231692,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
1130,55417,44.902611,-93.231692,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1131,55417,44.902611,-93.231692,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1132,55417,44.902611,-93.231692,TBS Mart,Bloomington,55420,44.860838,-93.26903
1133,55417,44.902611,-93.231692,Groceries of the Orient,Burnsville,55337,44.77504992,-93.31867777
1134,55417,44.902611,-93.231692,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
1135,55417,44.902611,-93.231692,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
1139,55417,44.902611,-93.231692,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1143,55417,44.902611,-93.231692,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1146,55417,44.902611,-93.231692,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1150,55417,44.902611,-93.231692,Little India,Minneapolis,55418,45.00713,-93.2468
1161,55418,45.02131,-93.244136,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
1162,55418,45.02131,-93.244136,United Noodles,Minneapolis,55404,44.958324,-93.2424698
1163,55418,45.02131,-93.244136,Seoul Oriental Foods,Fridley,55432,45.0807533,-93.2411423
1164,55418,45.02131,-93.244136,Kim's Oriental Market,Saint Paul,55104,44.96183349,-93.16735013
1165,55418,45.02131,-93.244136,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1167,55418,45.02131,-93.244136,Koom Siab Grocery & Deli,Minneapolis,55444,45.0949,-93.30191
1168,55418,45.02131,-93.244136,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1169,55418,45.02131,-93.244136,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1170,55418,45.02131,-93.244136,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1171,55418,45.02131,-93.244136,Shanghai Market,Saint Paul,55108,44.97701263,-93.16553497
1174,55418,45.02131,-93.244136,Vinai Market,Minneapolis,55429,45.0680961,-93.3281749
1175,55418,45.02131,-93.244136,Little India,Minneapolis,55418,45.00713,-93.2468
1176,55418,45.02131,-93.244136,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1177,55418,45.02131,-93.244136,Sun Foods,Brooklyn Center,55429,45.07049,-93.3285
1178,55418,45.02131,-93.244136,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
1179,55418,45.02131,-93.244136,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1184,55418,45.02131,-93.244136,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1200,55419,44.90237,-93.287659,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
1201,55419,44.90237,-93.287659,United Noodles,Minneapolis,55404,44.958324,-93.2424698
1202,55419,44.90237,-93.287659,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
1203,55419,44.90237,-93.287659,Asian Direct Oriental Market,Richfield,55423,44.86349,-93.26758
1204,55419,44.90237,-93.287659,Kt Oriental Market,Minneapolis,55423,44.86645,-93.28885
1205,55419,44.90237,-93.287659,Shuang Hur Oriental Market,Minneapolis,55408,44.9533109,-93.27810053
1206,55419,44.90237,-93.287659,Truong Thanh Grocery Store,Minneapolis,55404,44.9566803,-93.278389
1208,55419,44.90237,-93.287659,Midtown Global Market,Minneapolis,55407,44.948566,-93.260711
1209,55419,44.90237,-93.287659,Shanghai Wholesale,Minneapolis,55413,44.9952895,-93.2103175
1210,55419,44.90237,-93.287659,Bharat Bazaar,Bloomington,55431,44.8575903,-93.3050049
1211,55419,44.90237,-93.287659,Bill's Imported Foods,Minneapolis,55408,44.94807053,-93.28912354
1212,55419,44.90237,-93.287659,Groceries of the Orient,Burnsville,55337,44.77504992,-93.31867777
1213,55419,44.90237,-93.287659,TBS Mart,Bloomington,55420,44.860838,-93.26903
1214,55419,44.90237,-93.287659,Saigon Asian Food Market,Burnsville,55337,44.7884281,-93.2463804
1215,55419,44.90237,-93.287659,Asian Direct Oriental Market,Savage,55378,44.778142,-93.333283
1217,55419,44.90237,-93.287659,Caspian Bistro & Marketplace,Minneapolis,55414,44.973218,-93.222054
1218,55419,44.90237,-93.287659,Bangkok Market & Video Rental,Minneapolis,55411,45.01223755,-93.2875824
1224,55419,44.90237,-93.287659,Duc Loi Supermarket,Minneapolis,55404,44.9566612,-93.2774734
1226,55419,44.90237,-93.287659,Little India,Minneapolis,55418,45.00713,-93.2468
1229,55419,44.90237,-93.287659,So Low Grocery Outlet,Minneapolis,55411,45.01262665,-93.29476929
1243,55420,44.835969,-93.277176,Chan Oriental Market,Minneapolis,55420,44.8395572,-93.2888149
1244,55420,44.835969,-93.277176,Hana Asian Market,Bloomington,55425,44.83685,-93.24967
